Country Name,Country Code,Series Name,Series Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Africa Eastern and Southern,AFE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.990348553,6.097524619,5.935174717,5.925775369,5.939415188,5.864043606,6.396724575,6.420424652,6.327228489,6.152465954,6.206766396,5.84442822,6.137658511,6.053680987,5.950949607,5.81668423,5.80106686,5.862954353,..,..
Africa Eastern and Southern,AFE,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,28.62757918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Eastern and Southern,AFE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.44970014,5.023420686,8.558038022,8.898163802,8.450774806,12.56664466,8.954218024,5.537537916,8.97120641,9.158707155,5.750981334,5.37028961,5.24587835,6.571396422,6.399343416,4.720811389,4.653664731,7.321106434,6.824727093,10.77375122
Africa Eastern and Southern,AFE,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,697.8512357,841.2973523,1000.793722,1243.173889,1421.272934,1685.556069,1467.615875,1679.88783,1861.381068,1957.917784,2154.150832,2248.316255,1882.264038,1648.762676,1590.277754,1735.374911,1812.446822,1688.075575,1766.943618,1785.312219
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.53557456,7.996553747,5.824941337,5.374564255,5.52431402,6.279591728,6.284120752,6.969282599,4.848813839,5.136468595,6.107012773,5.926265571,2.813543412,0.142091829,2.286269536,2.838828802,3.200918667,-0.938161715,3.976317465,3.766353893
Africa Western and Central,AFW,Population growth (annual %),SP.POP.GROW,2.816480646,2.828642233,2.84121122,2.832779745,2.828409299,2.832916151,2.844037202,2.846535741,2.848825772,2.812850935,2.761838977,2.750730568,2.723317337,2.71305851,2.706266076,2.669238668,2.633982069,2.61564614,2.573377402,2.539799442
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,292977949,301265247,309824829,318601484,327612838,336893835,346475221,356337762,366489204,376797999,387204553,397855507,408690375,419778384,431138704,442646825,454306063,466189102,478185907,490330870
Africa Western and Central,AFW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,33.65278501,38.18164105,43.62575116,50.11539738,54.41338574,62.80346272,56.71396493,60.35606378,67.46024771,69.77060045,77.36230864,80.29735295,71.95411395,62.63148032,59.98652377,58.75734069,60.39718351,64.23980039,..,..
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,4.347586584,..,..,6.97111548,..,..,..,..,..
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,85.64588928,87.61100769,88.5914917,89.37703705,86.68208313,84.29917908,85.96044159,86.59049225,89.90659332,91.40486908,92.4282608,90.86116791,89.90393066,88.54860687,88.69741821,88.60693359,89.48088837,89.94068909,89.84069061,89.95304108
Africa Western and Central,AFW,Military expenditure (current USD),MS.MIL.XPND.CD,1793043312,1955986947,2015580276,2343547220,2947400546,4420055281,4304860294,4658214435,4987982651,4921502461,6171135414,6451564750,5016333439,5575535215,5510400668,6325121730,6166715027,7186733073,9682825758,8409466943
Africa Western and Central,AFW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.904131647,0.838425326,0.678974844,0.647036024,0.702778408,0.828197022,0.920987269,0.832690093,0.805922393,0.714494642,0.767559306,0.731257778,0.677147167,0.826430924,0.822058932,0.84699075,0.800920249,0.949805687,1.165455221,0.975188293
Africa Western and Central,AFW,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Africa Western and Central,AFW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.650321122,4.458428034,4.257549774,4.123551713,3.893575474,3.719974327,3.769816087,3.508053832,3.538431006,3.49743655,3.613315517,3.595351234,3.819805044,3.806387341,3.780061505,3.393549581,3.344857606,3.83483318,..,..
Africa Western and Central,AFW,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,0.96921362,1.319728371,5.324614058,4.300301394,1.348135207,1.251708092,0.864961359,0.797348295,1.084888575,0.887905669,0.854933852,..,..,..,..,0.474800501,..,..
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.760904101,0.694336306,5.631633514,4.415899842,3.60736768,8.452976233,3.282440376,1.784844205,4.018699075,4.578374635,2.439200761,1.768435821,2.130817381,1.487415508,1.764634952,1.784049948,1.760111512,2.437608822,3.653532872,7.967573616
Africa Western and Central,AFW,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1846.120121,2373.581292,2673.787816,2972.743621,3595.038295,4370.539716,4114.134033,4094.349686,4437.141161,4247.631343,4413.063383,4578.633208,3952.803574,4124.05539,4531.032207,5287.660801,5396.214243,5343.037704,6377.203096,6810.114041
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.528637465,5.514667911,5.526424247,5.902659036,5.983259519,7.50004143,3.35428935,3.706938153,2.545406145,1.4172428,1.002017541,1.774448853,2.218726375,3.314980684,3.80259872,4.019345617,2.087711996,-3.302082039,8.908527818,4.856401652
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.374149169,-0.417931378,-0.511790116,-0.630911245,-0.755718755,-0.767342959,-0.673894046,-0.496461963,-0.269017332,-0.16515104,-0.183211385,-0.207047,-0.291205787,-0.159880412,-0.091972294,-0.246732042,-0.426007367,-0.574206959,-0.926918062,-1.21579032
Albania,ALB,"Population, total",SP.POP.TOTL,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689
Albania,ALB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,111.4618835,141.9128113,154.8753204,168.4197846,204.8018494,240.4433899,235.3989716,255.4131012,271.9571838,259.5267639,277.5770264,295.4507446,256.1264038,274.4385986,295.9950867,350.8345642,..,..,..,..
Albania,ALB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15,14.4,6.566,13.8,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,..,..,..
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,107.2691116,106.6347733,111.322403,109.8948975,109.8934097,110.6835709,108.0761108,108.4944611,109.7361221,110.6063004,110.9291077,114.0433197,113.3031387,110.9577332,109.7161636,107.4036789,104.310257,100.6136017,97.60494995,95.60671234
Albania,ALB,Military expenditure (current USD),MS.MIL.XPND.CD,76142881.76,100922358.4,110140852.7,140983900.7,194840309.2,255677957.8,182736862.5,185893242,197006789.2,183204695.7,180015508.8,178120368,132350667.6,130853203.6,144382688.7,175886688.6,197225913.3,196596309,222814540.1,288724229.3
Albania,ALB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.336842924,1.381157942,1.350004971,1.567769089,1.820765344,1.984868857,1.51721714,1.558591893,1.528266338,1.487082577,1.408982101,1.346515991,1.162303864,1.103581009,1.109151006,1.160544785,1.280805962,1.298479116,1.220844661,1.584880924
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,69.63767392,63.66915264,70.58076979,73.32022748,79.86441815,80.73558197,75.88872782,64.57038142,75.69848825,83.88749454,82.38361129,..
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,46.17317459,44.82962655,47.85935563,49.05748251,54.95421469,52.14933338,49.85416579,48.563955,51.97703179,47.57271286,46.95739871,47.19484414,44.53361519,45.83196365,46.62445122,45.23622971,44.97492476,37.17193982,44.70882135,47.75425831
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.84738645,22.21756076,23.01299115,25.20960773,28.24786542,25.30241812,25.24074861,27.97943524,29.24153714,28.93748776,28.91631514,28.21300146,27.26739115,28.97789918,31.56979831,31.57195441,31.30426989,22.65778961,31.30916076,37.39542221
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.19891882,6.0557785,5.83303022,5.6859889,5.70842791,5.50962448,5.7276206,6.23899555,6.11952829,6.09262609,6.27234411,6.44164276,6.48361206,6.66606188,6.54604626,6.65958786,..,..,..,..
Albania,ALB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.484002612,2.280019169,2.366581957,2.370728319,2.932682482,3.320870904,2.266922095,3.626046956,3.429123247,2.031592684,1.937620802,1.625865044,1.896174026,1.275431684,1.986661332,2.028059631,1.41109079,1.620886617,2.041471631,6.725202715
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,82.78082267,84.6682413,86.67198462,88.7267419,91.32881552,94.36172758,96.50083443,100,103.4291232,105.5303817,107.5751604,109.3241873,111.3971641,112.8179589,115.0592696,117.3927402,119.0492584,120.9789119,123.448662,131.7508348
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2117.048229,2624.795232,3131.32819,3500.134594,3971.803488,4946.564017,3898.478788,4495.921476,5473.281826,5610.733282,5519.777576,5516.22944,4197.419985,3967.200647,4134.936087,4171.790388,4021.983266,3354.153164,3700.314697,4342.637968
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.200000001,4.3,5.899999997,1.700000006,3.399999997,2.399999999,1.599999999,3.600000001,2.899999998,3.400000003,2.8,3.799999998,3.700000001,3.200000002,1.299999998,1.200000001,0.999999998,-5.099999998,3.4,3.200001647
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.354238911,1.407273215,1.364081963,1.441137296,1.627908677,1.708971675,1.795903932,1.858701991,1.898394281,1.943102134,1.966715818,1.97904881,1.999946051,1.993431689,1.957002471,1.903325428,1.839444886,1.732456728,1.657703201,1.628339254
Algeria,DZA,"Population, total",SP.POP.TOTL,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,76.23547363,93.02433014,101.3037338,117.433136,151.7792053,207.8488159,208.9350128,230.0639191,288.313324,336.6726685,333.1602783,361.1594238,292.9165955,262.1321716,259.6488648,257.8498535,250.5607758,214.8517914,..,..
Algeria,DZA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,..,..,..,..,..
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,111.2080536,111.6782303,112.2025223,111.9301682,112.4719315,111.0736008,112.9482727,113.3779526,112.3881607,111.7055588,112.2494888,111.6866989,110.8422699,110.6881027,109.8377075,108.7034836,107.7751312,110.3305664,106.9955673,108.3439331
Algeria,DZA,Military expenditure (current USD),MS.MIL.XPND.CD,2206395762,2802224794,2924820167,3093978245,3945815125,5172336907,5280588156,5671309117,8652237040,9326287144,10161588239,9724379972,10412714003,10217081700,10073364021,9583724288,10303600575,9708277440,9112461105,9145810174
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.251210893,3.283884523,2.83417835,2.643807548,2.923321027,3.024747141,3.848513698,3.518012609,4.325706359,4.46107862,4.844508917,5.548483336,6.270242856,6.384928983,5.924383327,5.483588701,5.999690259,6.692468397,5.585446668,4.779438286
Algeria,DZA,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.87594361,25.64819794,24.07340587,21.91932588,24.8699642,28.71117516,35.95267869,31.42211391,28.68618309,28.51443139,30.40092579,31.9266588,36.52335059,35.05318267,32.68917073,32.20437885,29.0953259,27.86073421,26.46098382,23.70705845
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,38.24882942,40.0532239,47.20519509,48.81068655,47.06816484,47.973343,35.37165186,38.44454735,38.78811864,36.89054781,33.20989789,30.48765721,23.17177801,20.87248521,22.63223229,25.86118126,22.71441254,17.4699219,26.73454321,35.3352258
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.60104108,3.5440731,3.23516107,3.35510349,3.82141757,4.20188284,5.35939837,5.11716986,5.26748085,6.00050974,6.03576279,6.54721403,6.97849178,6.60749817,6.27938414,6.16302586,6.25170851,6.32117987,..,..
Algeria,DZA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.268953958,3.961800303,1.382446567,2.311499185,3.678995747,4.858590628,5.737060361,3.911061955,4.524211505,8.891450911,3.25423911,2.916926921,4.784447007,6.397694803,5.59111591,4.269990205,1.951768211,2.415130941,7.226063074,9.265515516
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,77.63457483,80.71030165,81.82607845,83.71748758,86.79745039,91.01458318,96.23614476,100,104.5242115,113.8179305,117.5218381,120.9498642,126.7366464,134.8448702,142.3842032,148.4639947,151.3616678,155.0172502,166.2188945,181.619932
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,9043.682367,8832.818519,8733.014287,8673.927195,9187.166344,10019.50225,12191.59773,10446.86321,10495.30473,11920.06109,12038.87159,12313.99736,13101.54182,13300.82461,12372.88478,13195.9359,13672.57666,15609.77722,16653.71378,19673.3901
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.965517241,0.409836066,-0.408163265,-4.098360656,1.851851852,-2.657342657,-4.166666667,0.299850075,0,-4.334828102,-2.5,1.762820513,3.149606299,-1.679389313,-6.98757764,2.671118531,-0.487804878,4.411764706,-0.782472613,1.735015773
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,-0.40648362,-0.545139668,-0.647634576,-0.730998689,-0.801982747,-0.876432922,-0.943767847,-0.938173192,-0.987558297,-1.146298234,-1.304782022,-1.478945711,-1.639270188,-1.807230769,-1.971818747,-2.122935674,-2.304138699,-2.42124971,-2.530170926,-1.706495481
American Samoa,ASM,"Population, total",SP.POP.TOTL,57941,57626,57254,56837,56383,55891,55366,54849,54310,53691,52995,52217,51368,50448,49463,48424,47321,46189,45035,44273
American Samoa,ASM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,9.98,..,..,..,..,9.2,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Military expenditure (current USD),MS.MIL.XPND.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,109.5419847,111.9842829,123.6,129.4117647,120.6563707,135.3571429,82.81481481,94.41535777,98.77192982,100.9375,102.0376176,108.0870918,98.81129272,95.23099851,102.2875817,103.599374,94.89953632,95.14563107,92.53333333,77.72675086
American Samoa,ASM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,97.90076336,90.37328094,99.6,100.4056795,97.49034749,114.4642857,78.51851852,63.52530541,58.77192982,75.46875,71.78683386,66.718507,63.59583952,63.93442623,59.1503268,68.23161189,61.66924266,59.22330097,44.26666667,46.95752009
American Samoa,ASM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Consumer price index (2010 = 100),FP.CPI.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,31954.16179,37630.76426,39583.93119,43084.28372,50562.82661,53721.38851,49750.71855,48237.89054,51428.1897,44902.38771,44747.76116,45680.54694,38885.54859,39931.23626,40632.20898,42904.81159,41328.61239,37207.23887,42072.31942,41992.77278
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.694203716,8.135676338,5.397795985,4.808688699,1.553188141,-5.559186369,-5.302846543,-1.974958,-0.008069753,-4.974443719,-3.547596515,2.504465521,1.434140395,3.70967807,0.34607189,1.58876549,2.015547638,-11.18393994,8.287199781,8.809579348
Andorra,AND,Population growth (annual %),SP.POP.GROW,4.225669436,4.012736713,3.691435273,0.493606006,-2.592496934,-2.740359388,-2.939367223,-3.209994187,-1.340053554,0.630034575,0.497261876,0.355274942,0.17437769,1.10060299,1.772182713,1.580147087,1.757491257,1.761891295,1.702288225,0.994607149
Andorra,AND,"Population, total",SP.POP.TOTL,73907,76933,79826,80221,78168,76055,73852,71519,70567,71013,71367,71621,71746,72540,73837,75013,76343,77700,79034,79824
Andorra,AND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1772.507935,1989.831665,2214.391602,2138.999268,2489.10791,3046.019531,3024.994629,3796.64502,3956.992676,3029.506348,3056.725342,3113.924561,2729.944092,2796.619873,2910.015381,3188.003174,3061.790527,3336.917725,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
