Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Argentina,ARG,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,831394119040.572,822682190494.641,850943025662.517,865728756878.777,1012802784987.51,999477911340.463,993329077050.985,918808241581.087,1066236039957.51,1203497308940.73
Argentina,ARG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.3057789012596,17.2628810064651,17.0707048841583,17.6632278606203,18.2125671747754,16.6138850156371,14.2100303992191,14.1305954579395,17.4742275142009,17.3050746478693
Argentina,ARG,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,7.45807793886144,7.06113037765277,9.22569178201485,8.98239130251102,9.2054192542743,5.40298410981277,5.21279058881723,6.90388925607922,4.42289139264312,..
Argentina,ARG,High-technology exports (current US$),TX.VAL.TECH.CD,1791005926,1509995248,1475175631,1333425811,1487360178,647172447,561915855,546445789,466425814,..
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.7167556136651,14.0013150558519,11.7805740385254,13.5667926798789,13.9693177780045,16.3258502050892,14.7057366680037,13.6089274859868,14.9452529001736,15.2982909529659
Argentina,ARG,Income share held by fourth 20%,SI.DST.04TH.20,23.3,23.1,..,22.9,23.1,23.1,22.9,23.2,22.7,..
Argentina,ARG,Income share held by highest 10%,SI.DST.10TH.10,29.4,29.9,..,30.4,29.7,29.8,31,30.3,30.8,..
Argentina,ARG,Income share held by highest 20%,SI.DST.05TH.20,46.1,46.8,..,47.2,46.4,46.5,47.9,47.3,47.4,..
Argentina,ARG,Income share held by lowest 10%,SI.DST.FRST.10,1.8,1.8,..,1.8,1.8,1.8,1.7,1.7,1.8,..
Argentina,ARG,Income share held by lowest 20%,SI.DST.FRST.20,5,5.1,..,4.9,5.1,5,4.7,4.8,5.1,..
Argentina,ARG,Income share held by second 20%,SI.DST.02ND.20,10,9.8,..,9.8,10,10,9.5,9.5,9.9,..
Argentina,ARG,Income share held by third 20%,SI.DST.03RD.20,15.6,15.2,..,15.2,15.4,15.4,15,15.1,15,..
Argentina,ARG,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,762,586,565,538,677,675,997,861,893,..
Argentina,ARG,"Industrial design applications, resident, by count",IP.IDS.RSCT,703,798,1016,1115,972,932,1052,1238,1479,..
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.0058814423072,24.2773944936602,23.153056135905,22.0541072112108,21.782123219335,23.7195923321304,23.1578477391434,22.1805729052757,23.5794730059849,23.4032965023379
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,23.9487984162746,40.2829716315506,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0768830264559,54.1524119419346,69.6828609147885
Argentina,ARG,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,23.9487984162746,40.2829716315506,26.5799916024707,41.1193799882279,26.0063792819079,42.0336689575031,49.1955790596612,40.0768830264559,54.1524119419346,69.6828609147885
Argentina,ARG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,10.4566640772,..,..
Argentina,ARG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,27.2460417167365,25.4864119079835,19.6703052646326,20.4045570915021,19.5114138442786,24.2488900178251,25.5139707946137,25.2212215064939,28.963904644739,26.8607746267476
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.837736430159436,0.878100919364039,0.850128583186764,0.813140077928875,0.856137916373543,0.732300347538541,0.699696134379197,0.734492612232545,0.630928835372215,0.411211298762518
Argentina,ARG,Net migration,SM.POP.NETM,5369,5801,5522,5215,4926,4690,4478,2344,2344,..
Argentina,ARG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,5.45935266465704,8.07527599281334,9.23318552472429,14.7581750873396,16.5627069251411,28.0949916666667,48.1478916666667,70.5391666666667,94.9907416666667,130.61655
Argentina,ARG,"Patent applications, nonresidents",IP.PAT.NRES,4129,4173,3579,2925,3050,3242,3260,2562,3263,..
Argentina,ARG,"Patent applications, residents",IP.PAT.RESD,643,509,546,884,393,425,442,930,406,..
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,15.421160233713,15.5916453818299,15.7606327351655,15.9281350828921,16.0941907925267,16.2585100979651,16.4208266190179,16.580892611147,16.7387416916056,..
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514,1.01580834908002,0.993397493293046,0.970053991438048,0.947490959333989,0.925835473662058
Argentina,ARG,Population in largest city,EN.URB.LCTY,14533991,14619510,14705533,14792181,14879100,14966530,15057273,15153729,15257673,15369919
Argentina,ARG,"Population, total",SP.POP.TOTL,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763,45808747,46234830
Argentina,ARG,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,20.2,20.2,..,20.7,19.7,20.2,21.2,21.2,18.8,..
Argentina,ARG,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,..,1.52,..,1.1,..,..,..,..,..,..
Argentina,ARG,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,6918.95006828317,6843.29556240406,6769.92094448002,6698.72757210951,6629.61182873506,6562.60856678427,6497.7385199647,6435.01168208054,..,..
Argentina,ARG,"Renewable internal freshwater resources, total (billion cubic meters)",ER.H2O.INTR.K3,292,292,292,292,292,292,292,292,..,..
Argentina,ARG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,0.618489980697632,0.593959987163544,0.622619986534119,0.558149993419647,0.556309998035431,0.494349986314774,0.478130012750626,0.525219976902008,..,..
Argentina,ARG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,1198.26440429688,1206.94189453125,1230.53942871094,1259.64013671875,1210.45654296875,1224.17919921875,1226.06970214844,1236.8935546875,..,..
Argentina,ARG,Scientific and technical journal articles,IP.JRN.ARTC.SC,7895.61,8218.57,8305.92,8485.48,8624.13,9090.82,8984.76,9729.75,..,..
Argentina,ARG,Surface area (sq. km),AG.SRF.TOTL.K2,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,2780400,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.4529027558077,12.6109666067191,12.3365069418291,12.0972836411962,10.939623860491,9.99239008384335,10.5943975145081,10.8715360069805,11.4844172195763,..
Argentina,ARG,"Taxes on income, profits and capital gains (% of total taxes)",GC.TAX.YPKG.ZS,23.3332997570999,24.5345769159543,27.2246545689832,21.8648726250116,22.898254305113,18.5141435318887,14.9086972142946,15.1802728830362,14.4379759375986,..
Argentina,ARG,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,320.69368,318.78033,326.07927,328.60276,349.52207,398.051,..,..,..,..
Argentina,ARG,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,17.1374562078243,20.1697253607257,24.733642858859,34.9283398192354,51.7302547597257,51.5485845475577,50.8330976382054,42.949965730955,28.8322586725182,..
Argentina,ARG,Total greenhouse gas emissions (% change from 1990),EN.ATM.GHGT.ZG,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Trademark applications, nonresident, by count",IP.TMK.NRCT,15004,14352,14070,15319,15053,16220,15304,14087,15713,..
Argentina,ARG,"Trademark applications, resident, by count",IP.TMK.RSCT,40291,44134,52208,55739,59669,55492,49081,64413,70131,..
Argentina,ARG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.1,7.27,..,..,8.35,9.22,9.84,11.46,8.74,..
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.25948243003778,1.2396386789085,1.21579706300955,1.19260291906809,1.17019595911431,1.14760215897919,1.12501972603644,1.10041505272326,1.07551503856124,1.0536956642987
Argentina,ARG,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,15.7564066412087,15.360508753932,15.7800287984402,15.4517524655901,15.8872605689487,15.471427972778,15.1618662038854,13.6542861964608,..,..
Argentina,ARG,Wholesale price index (2010 = 100),FP.WPI.TOTL,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Age dependency ratio (% of working-age population),SP.POP.DPND,49.984637166048,50.5484034063537,51.1154475102112,51.6647418275737,52.1351605320815,52.552919517362,52.9295043267695,53.3162001197592,53.7101426242396,54.0407925990504
Australia,AUS,Agricultural land (sq. km),AG.LND.AGRI.K2,3717750,3744230,3481190,3426020,3718370,3588950,3624770,3557750,3635190,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.28565217787462,2.22088493848043,2.37595522714462,2.40453009222111,2.70322055368689,2.45811026057792,2.11618847711384,2.01210323364172,2.30660266032948,3.17268869332033
Australia,AUS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,65.6775369658,63.3583690987,54.2412002308,65.5372704285,69.4141908223,70.6583036499,66.8328726039,62.3228324856,..,..
Australia,AUS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,21.5667409358,22.3551502146,23.1679169071,22.999761362,14.9927547464,12.8546348432,14.8207336823,16.6356805161,..,..
Australia,AUS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,12.7557220984,14.2864806867,15.9723023658,20.9249042803,15.5930544313,16.4870615349,18.3463937329,21.0414870346,..,..
Australia,AUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.89186991869919,3.75264227642276,1.8739837398374,2.15914634146341,2.45094336788618,2.50609756097561,2.14024390243902,1.75609756097561,..,..
Australia,AUS,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,19.148,18.463,9.22,10.623,12.05864137,12.33,10.53,8.64,..,..
Australia,AUS,"Armed forces personnel, total",MS.MIL.TOTL.P1,56750,56750,57800,57800,58000,58100,59000,60000,..,..
Australia,AUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.3,13.2,12.9,12.9,12.6,12.6,12.1,11.5,12.1,..
Australia,AUS,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99,99.8,98.8,98.8,99.4,98.7,98.8,..,..,..
Australia,AUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,37.5788969461724,41.7415396125478,46.5066638740101,54.6903902052321,53.2808779482701,54.4856143511873,60.24792806788,69.3983392532651,70.176392351733,..
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.7945880965987,16.1557451398864,16.1984582210401,16.3203306101751,16.1480905133657,15.8635624340846,15.595726745355,14.7726575989848,..,..
Australia,AUS,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,18.2755382708888,19.6297718178869,19.6317195520919,20.607057766434,..,..,..,..,..,..
Australia,AUS,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,32.5395852558863,32.4961949821564,31.1671104077453,30.9693220647984,..,..,..,..,..,..
Australia,AUS,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,11.3959072875339,11.4880410936915,..,..,..,..,..,..,..,..
Australia,AUS,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,3.46627688452704,3.7214404194981,..,..,..,..,..,..,..,..
Australia,AUS,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,174835.226,163449.191,169199.047,172598.356,..,..,..,..,..,..
Australia,AUS,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,2.99880620993489,2.95348008555287,2.87873412328017,..,..,..,..,..,..,..
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,107.700312174818,110.379812695109,112.044745057232,113.475546305931,115.686784599376,117.89802289282,119.797086368366,120.811654526535,124.271592091571,132.466181061394
Australia,AUS,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,66.9,..,..,..,..,..,..
Australia,AUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.75082779,9.84760189,10.18361282,10.09023094,10.1257143,10.07391548,10.22989082,10.6489954,..,..
Australia,AUS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,5843.17431641,6139.39306641,5324.34082031,5453.99707031,5816.26074219,5864.39453125,5555.37402344,5901.10644531,..,..
Australia,AUS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,4182.51322747522,4689.06490722555,4809.13372538806,5059.31265419962,5136.06850684128,5337.97600331473,5389.84296258261,5929.98359977503,..,..
Australia,AUS,"Debt service on external debt, total (TDS, current US$)",DT.TDS.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,10220.8873013463,10071.3989785006,..,..,..,..,..,..,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..,..,..,..
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,19.9857077588126,21.0963738828485,20.0680710032927,19.272258011581,21.231183492644,21.8734041196439,24.1515391092117,24.0082830210698,22.0751685117277,25.8121626590318
Australia,AUS,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.855,1.826,1.814,1.752,1.741,1.74,1.657,1.581,1.7,..
Australia,AUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,54465480054.6771,63202728079.4529,46892808567.8516,42969505135.1666,48198614234.959,60685908478.4727,38959497519.9391,15307363569.8504,24834777276.6016,67118916306.937
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051,1340051,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1576329690003.93,1467589901175.46,1350580336316.75,1206562910556.58,1326467487376.42,1428266513154.48,1392218527563.26,1326944627876.87,1552703151616.01,1675418665067.09
Australia,AUS,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,87.3466315650047,88.5920237102981,88.0654893172165,87.532536801109,90.8091061682399,92.470144493775,95.6120238709202,97.2754131132814,100,107.114738736733
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.57875428825342,2.57901711177597,2.1527359059391,2.73054799209893,2.28218364248465,2.88304512347683,2.1713962244835,-0.0508853360838941,2.23621243944461,3.61758857230203
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,68156.3861047269,62515.3148315008,56708.96119674,49876.7123761245,53934.1543741253,57206.9906696898,54941.0657202842,51722.0690001531,60444.5023551978,64491.4298860631
Australia,AUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,66050,65190,60480,54080,51490,53100,54900,53620,57170,60430
Australia,AUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,44770,45660,45310,46140,47090,48620,50180,51870,55330,60350
Australia,AUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1527711053404.71,1530269173329.85,1440498499677.52,1308220489392.94,1266287055350.69,1325689390985.48,1391275155302.65,1375749029223.26,1468514493651.68,1569896208558.71
Australia,AUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1035357049815.39,1071860785176.34,1079145492508.27,1116114404243.41,1158055244042.01,1213931146767.25,1271445657756.03,1330825237042.61,1421242240487.21,1567955836139.97
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,27.883147260849,26.7343802096463,26.280889912863,25.4164308751896,24.1073601284492,24.5594488327857,23.3022177494962,22.2459434869215,22.7622897118321,23.2482955118791
Australia,AUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,18.0024569081412,18.9827747031452,19.6853148062394,20.6098142642049,18.0893930210522,18.1015833176943,21.2565688212545,21.5032648806709,22.3902304215337,..
Australia,AUS,High-technology exports (current US$),TX.VAL.TECH.CD,5341235868,5455317567,5089628319,5375124772,4900487730,5231519687,6347419761,5597904737,6309320488,..
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.2891913949774,21.3753685262765,21.5550374082505,21.550576819355,20.7201613801918,21.5161440003039,21.675186593329,20.2251510630871,17.7948768973942,19.9417423001917
Australia,AUS,Income share held by fourth 20%,SI.DST.04TH.20,..,22.1,..,22.9,..,22.4,..,..,..,..
Australia,AUS,Income share held by highest 10%,SI.DST.10TH.10,..,27,..,25.8,..,26.6,..,..,..,..
Australia,AUS,Income share held by highest 20%,SI.DST.05TH.20,..,42.1,..,41.1,..,41.8,..,..,..,..
Australia,AUS,Income share held by lowest 10%,SI.DST.FRST.10,..,2.8,..,2.8,..,2.7,..,..,..,..
Australia,AUS,Income share held by lowest 20%,SI.DST.FRST.20,..,7.4,..,7.4,..,7.3,..,..,..,..
Australia,AUS,Income share held by second 20%,SI.DST.02ND.20,..,12.2,..,12.2,..,12.2,..,..,..,..
Australia,AUS,Income share held by third 20%,SI.DST.03RD.20,..,16.1,..,16.4,..,16.4,..,..,..,..
Australia,AUS,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,3918,3967,4203,4539,4854,4934,5710,4695,5536,..
Australia,AUS,"Industrial design applications, resident, by count",IP.IDS.RSCT,2994,2630,2821,2739,2854,3095,3147,2664,2584,..
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.1973643961788,25.5787418592678,23.6935141578446,22.3299254677721,23.4734721075625,24.1439568878264,25.3167424649892,25.4062827896948,25.5235123309295,27.8759975418473
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.44988864142539,2.48792270531403,1.50836672165921,1.27699094497328,1.94864740944522,1.91140094445692,1.61076787290379,0.846905537459293,2.86391042204995,6.59409671341847
Australia,AUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.153610470416552,1.42580443341605,-0.594336116311538,-0.605177488071192,3.74325877767707,1.82915392037633,3.39772301032441,1.73972809592115,2.80089983637042,7.11473873673272
Australia,AUS,"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,-0.153610470416552,1.42580443341605,-0.594336116311538,-0.605177488071192,3.74325877767707,1.82915392037633,3.39772301032441,1.73972809592115,2.80089983637042,7.11473873673272
Australia,AUS,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,7.6992360273,7.4238037797,3.7072778448,4.271411339,4.8486696301,4.9577804584,4.2340168878,3.4740651387,..,..
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,31.4097363730277,32.5245492366559,29.334426790224,32.2216932576405,34.6718637566944,34.4812397031068,35.3801497572454,34.8655844622727,39.0305770532676,43.0788444135603
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.63918019954461,1.77305887756791,1.9536335918401,2.0885308793071,2.00423407657625,1.89567007851003,1.88104345418486,2.01064009885885,1.98912270035816,1.89882434777792
Australia,AUS,Net migration,SM.POP.NETM,214564,198120,209466,242184,244875,220307,235860,117929,117929,..
